Customer_ID,Customer_Name,Industry,Region,Country,Customer_Tier
CUST0404,Walker PLC,Retail,APAC,Australia,Standard
CUST0405,Anderson Inc,FMCG,EMEA,Germany,Strategic
CUST0406,Rich LLC,FMCG,North America,United States,Strategic
CUST0407,Adams PLC,Telecommunications,APAC,Australia,Strategic
CUST0408,"Jackson, Brown and Anderson",Professional Services,APAC,Singapore,Strategic
CUST0409,Roberts-Kelly,Manufacturing,LATAM,Mexico,Standard
CUST0410,Sanchez-Flores,Healthcare,APAC,Singapore,Premium
CUST0411,Castaneda PLC,Healthcare,EMEA,France,Standard
CUST0412,"Lopez, Powell and Collins",Technology,North America,United States,Premium
CUST0413,Sanders LLC,Professional Services,North America,United States,Standard
CUST0414,Hill-Sanchez,Banking,LATAM,Brazil,Strategic
CUST0415,Frederick and Sons,Manufacturing,LATAM,Brazil,Strategic
CUST0416,"Bolton, Juarez and Duran",Technology,APAC,India,Premium
CUST0417,Preston-Patterson,Professional Services,North America,Canada,Premium
CUST0418,Wilson Group,Retail,APAC,Australia,Premium
CUST0419,Sanders-Smith,Telecommunications,North America,United States,Premium
CUST0420,Dodson-Lane,FMCG,APAC,Singapore,Premium
CUST0421,Sanchez-Myers,Telecommunications,LATAM,Mexico,Strategic
CUST0422,Best-Moses,Telecommunications,LATAM,Mexico,Standard
CUST0423,Crawford-Holmes,FMCG,North America,United States,Strategic
CUST0424,Martinez-Smith,Manufacturing,LATAM,Brazil,Premium
CUST0425,Thomas-Anderson,Telecommunications,APAC,India,Standard
CUST0426,Johnson-Jones,Professional Services,North America,Canada,Standard
CUST0427,Eaton-Barber,Professional Services,LATAM,Brazil,Premium
CUST0428,Sandoval-House,Telecommunications,LATAM,Brazil,Standard
CUST0429,Reed-Jones,Technology,LATAM,Mexico,Strategic
CUST0430,Morales and Sons,Banking,LATAM,Mexico,Strategic
CUST0431,"Mcdaniel, Gardner and Simmons",Professional Services,EMEA,France,Strategic
CUST0432,Bowman-Adams,Retail,EMEA,United Kingdom,Standard
CUST0433,Best-Meadows,FMCG,North America,Canada,Standard
CUST0434,"Ramirez, Brown and Berry",Banking,APAC,Australia,Standard
CUST0435,Montgomery-Perkins,Telecommunications,LATAM,Mexico,Premium
CUST0436,"Garcia, Edwards and Ferrell",Banking,APAC,Australia,Standard
CUST0437,Medina-Massey,Telecommunications,North America,Canada,Standard
CUST0438,George Inc,Healthcare,North America,United States,Strategic
CUST0439,"Soto, Espinoza and Gonzalez",FMCG,EMEA,Germany,Standard
CUST0440,Williams-Chen,Manufacturing,APAC,Singapore,Standard
CUST0441,"Barajas, Garcia and Arias",Manufacturing,LATAM,Brazil,Standard
CUST0442,Oconnor-Schroeder,Healthcare,LATAM,Brazil,Strategic
CUST0443,Powers-Becker,Banking,APAC,Singapore,Standard
CUST0444,"Rivera, Wagner and Hall",Telecommunications,LATAM,Brazil,Standard
CUST0445,Farrell and Sons,Manufacturing,North America,United States,Premium
CUST0446,Collier-Moore,Banking,EMEA,France,Premium
CUST0447,"Jackson, Norman and Foster",Retail,EMEA,United Kingdom,Strategic
CUST0448,Allen-Powers,Technology,EMEA,Germany,Premium
CUST0449,Watson Group,Banking,North America,Canada,Standard
CUST0450,Kelly PLC,Manufacturing,APAC,India,Premium
CUST0451,"Wheeler, Daniels and Moore",FMCG,LATAM,Mexico,Standard
CUST0452,Grant-Hanna,Telecommunications,APAC,India,Standard
CUST0453,Padilla Ltd,Professional Services,APAC,Singapore,Standard
CUST0454,"Rodriguez, Allen and Logan",Banking,North America,United States,Strategic
CUST0455,"White, Bennett and Kramer",Healthcare,LATAM,Brazil,Standard
CUST0456,Harrison PLC,Banking,EMEA,Germany,Strategic
CUST0457,Henson-Duncan,Telecommunications,North America,United States,Standard
CUST0458,Johnson-Huber,Manufacturing,North America,United States,Strategic
CUST0459,"Rogers, Cameron and Rodriguez",Manufacturing,North America,United States,Standard
CUST0460,"Andrade, Rojas and Frank",Banking,APAC,Australia,Standard
CUST0461,Martinez Ltd,Telecommunications,EMEA,United Kingdom,Standard
CUST0462,Walker-Wells,Healthcare,APAC,India,Strategic
CUST0463,Green Inc,FMCG,North America,United States,Standard
CUST0464,"Robertson, Luna and Miller",Manufacturing,APAC,Singapore,Standard
CUST0465,Morton-Mcdonald,Retail,North America,Canada,Standard
CUST0466,Lee-English,Professional Services,LATAM,Mexico,Strategic
CUST0467,Norton PLC,Professional Services,APAC,India,Premium
CUST0468,Fritz-Clark,Retail,LATAM,Mexico,Premium
CUST0469,Willis PLC,Telecommunications,EMEA,Germany,Standard
CUST0470,Castillo Group,Banking,North America,Canada,Premium
CUST0471,Livingston-Dyer,Retail,APAC,Singapore,Premium
CUST0472,Brown PLC,Professional Services,APAC,Singapore,Strategic
CUST0473,Miller-Tran,Technology,EMEA,United Kingdom,Premium
CUST0474,"Heath, Little and Buckley",Retail,LATAM,Mexico,Strategic
CUST0475,"Nelson, Hartman and Romero",Retail,North America,Canada,Strategic
CUST0476,"Williams, Clements and Baker",Professional Services,LATAM,Mexico,Premium
CUST0477,"Jones, Cohen and Lindsey",Healthcare,LATAM,Brazil,Premium
CUST0478,Kirk Group,Retail,LATAM,Brazil,Standard
CUST0479,Martinez-Love,Technology,North America,United States,Premium
CUST0480,"Oconnell, Zimmerman and Carr",Manufacturing,LATAM,Mexico,Standard
CUST0481,"Robertson, Fuller and Burch",FMCG,APAC,India,Strategic
CUST0482,Diaz-Diaz,FMCG,North America,Canada,Premium
CUST0483,"Valdez, Acosta and Edwards",Technology,APAC,Singapore,Standard
CUST0484,Fuentes-Willis,Manufacturing,EMEA,Germany,Strategic
CUST0485,"Hernandez, Newton and Marshall",Manufacturing,LATAM,Mexico,Standard
CUST0486,Mcguire-Oliver,Healthcare,APAC,India,Premium
CUST0487,Sanchez Group,Telecommunications,North America,Canada,Strategic
CUST0488,Lowe and Sons,FMCG,EMEA,France,Standard
CUST0489,"Fisher, Franklin and Baker",Technology,APAC,India,Strategic
CUST0490,Johnson-Wang,Professional Services,North America,Canada,Strategic
CUST0491,"Bass, Smith and Sawyer",Telecommunications,EMEA,Germany,Strategic
CUST0492,Hoffman-Ramirez,Telecommunications,LATAM,Mexico,Standard
CUST0493,Rhodes PLC,Professional Services,LATAM,Mexico,Strategic
CUST0494,Golden-Ray,Healthcare,North America,Canada,Premium
CUST0495,Rose-James,Professional Services,North America,United States,Premium
CUST0496,"Parker, Singh and Tucker",Technology,EMEA,France,Standard
CUST0497,"Campbell, Stewart and Griffin",FMCG,LATAM,Brazil,Strategic
CUST0498,Smith-Oliver,Healthcare,EMEA,United Kingdom,Strategic
CUST0499,Kelley Group,Telecommunications,APAC,Singapore,Premium
CUST0500,Anderson LLC,Retail,EMEA,Germany,Premium
